time,time_replication,time_lead_total_work
5.3214805126190186,2.300602674484253,2.048077344894409
5.423088312149048,2.2871508598327637,2.162839412689209
5.308116674423218,2.2949161529541016,2.0407052040100098
5.589837074279785,2.310492753982544,3.1075375080108643
5.709034204483032,2.2845444679260254,2.4562580585479736
4.492109298706055,2.285041570663452,2.0344066619873047
5.764704942703247,2.2908756732940674,2.5033416748046875
6.005924463272095,2.2876148223876953,2.7507147789001465
5.038182020187378,2.296358823776245,2.5672364234924316
5.301512718200684,2.3016164302825928,2.0194220542907715
5.81368613243103,2.2862987518310547,2.560300588607788
5.315366506576538,2.2957468032836914,2.0514252185821533
5.660889148712158,2.2803149223327637,2.408409595489502
5.73902702331543,2.296438694000244,2.4700403213500977
4.942960023880005,2.283538341522217,2.4853711128234863
4.479212045669556,2.2891311645507812,2.017767906188965
5.752424240112305,2.2822072505950928,2.4962356090545654
4.492211818695068,2.280757188796997,2.025705337524414
6.281635522842407,2.296368360519409,3.019230365753174
5.7472617626190186,2.280165910720825,2.499216079711914
6.026479959487915,2.2860043048858643,2.7740824222564697
5.416903495788574,2.3799092769622803,2.0614013671875
5.262965679168701,2.2885258197784424,2.0059707164764404
5.803897380828857,2.285061836242676,2.54813814163208
5.825880289077759,2.2858386039733887,2.570239782333374
4.501512765884399,2.289802312850952,2.0356247425079346
5.313479900360107,2.321683883666992,2.025752067565918
5.7061827182769775,2.292210340499878,2.4442555904388428
4.498718500137329,2.294106960296631,2.029186964035034
5.6825196743011475,2.28969144821167,2.424021005630493
5.82897686958313,2.2977375984191895,2.558568000793457
6.156083345413208,2.291560173034668,2.895725965499878
5.287503957748413,2.293445110321045,2.0280561447143555
5.705172300338745,2.280518054962158,2.456280469894409
6.544041156768799,2.3022892475128174,3.2712929248809814
5.368798017501831,2.380030870437622,2.0188064575195312
5.2966766357421875,2.295896291732788,2.028536558151245
4.9956114292144775,2.3042404651641846,2.5174145698547363
5.2759270668029785,2.2949888706207275,2.0154130458831787
5.203250885009766,2.2945640087127686,2.733278751373291
5.800229549407959,2.2863481044769287,2.545905828475952
5.713032484054565,2.5764834880828857,2.9387121200561523
6.157939910888672,2.2858705520629883,2.902480363845825
5.964707136154175,2.2968974113464355,2.6989176273345947
4.854906797409058,2.29551100730896,2.3842782974243164
5.73596978187561,2.2953598499298096,2.4685773849487305
4.877435207366943,2.3007383346557617,2.4006879329681396
5.715200662612915,2.2909669876098633,2.4547619819641113
5.669644594192505,2.284156084060669,2.4130773544311523
6.837681531906128,2.2920069694519043,3.5749895572662354
5.319134950637817,2.3118627071380615,2.0338425636291504
4.492539167404175,2.2869930267333984,2.0333189964294434
5.279247045516968,2.288252830505371,2.0220329761505127
5.3145387172698975,2.289232015609741,2.044965982437134
5.5974578857421875,2.29777455329895,3.1138687133789062
5.739680528640747,2.289472818374634,2.4817628860473633
7.1872193813323975,2.2848706245422363,3.932835102081299
4.909296035766602,2.289738893508911,2.4460995197296143
5.294277667999268,2.2826592922210693,2.0402936935424805
5.738892555236816,2.2931582927703857,2.4779043197631836
4.527481317520142,2.2979824542999268,2.0539817810058594
5.2926926612854,2.2908360958099365,2.032485246658325
7.796551704406738,2.299152374267578,4.530155897140503
6.211770296096802,2.2951905727386475,2.94865083694458
4.5050368309021,2.286559820175171,2.0438826084136963
5.295565366744995,2.2950570583343506,2.030802011489868
5.281459093093872,2.2933406829833984,2.021338701248169
5.318979501724243,2.299170970916748,2.047962188720703
5.40718936920166,2.313462018966675,2.1251864433288574
5.794132232666016,2.295149564743042,2.5304763317108154
5.732536315917969,2.3023548126220703,2.460686206817627
5.647917985916138,2.286252021789551,2.3953917026519775
4.888217449188232,2.293527364730835,2.401906967163086
5.784955739974976,2.292943239212036,2.5241003036499023
5.401020288467407,2.2977943420410156,2.1354401111602783
5.708635091781616,2.3064959049224854,2.430227518081665
6.31753134727478,2.294990062713623,3.0493223667144775
5.703119993209839,2.290527820587158,2.4378740787506104
5.280484199523926,2.2912609577178955,2.018108606338501
5.757324457168579,2.2909457683563232,2.499396562576294
5.283596038818359,2.2935733795166016,2.018730878829956
5.469612121582031,2.2857275009155273,2.2108054161071777
5.717321395874023,2.2936248779296875,2.449791193008423
5.725538015365601,2.287569761276245,2.4712677001953125
5.2932209968566895,2.289266347885132,2.034088134765625
5.842326641082764,2.2888896465301514,2.580883502960205
5.142921686172485,2.2981016635894775,2.670072317123413
5.290867805480957,2.298192024230957,2.025282144546509
8.91468071937561,5.453922271728516,2.490006446838379
4.9388368129730225,2.292908191680908,2.471627712249756
5.870793581008911,2.2951889038085938,2.607300043106079
5.315372467041016,2.297032594680786,2.0446624755859375
5.058534383773804,2.2977848052978516,2.5860366821289062
5.777055263519287,2.3020153045654297,2.501467704772949
5.287708759307861,2.303295612335205,2.017505407333374
5.307745695114136,2.2920122146606445,2.0449233055114746
5.902220726013184,2.383018970489502,2.54995059967041
5.762928009033203,2.279329299926758,2.5112013816833496
5.297799825668335,2.290947437286377,2.037853717803955
6.571336984634399,2.3003990650177,3.3025851249694824
