time,time_replication,time_lead_total_work,time_download
3.9990437030792236,2.014932155609131,3.9990437030792236,0.209538708
5.288806915283203,2.0078909397125244,5.288806915283203,0.197779291
4.021400213241577,2.0174708366394043,4.021400213241577,0.199645
4.374858140945435,2.0111377239227295,4.374858140945435,0.200047958
4.5400474071502686,2.013608455657959,4.5400474071502686,0.201148166
3.2111706733703613,1.2217373847961426,3.2111706733703613,0.204339625
5.298198699951172,2.018735647201538,5.298198699951172,0.128295958
3.987656354904175,2.009108781814575,3.987656354904175,0.200248292
4.436749696731567,2.010938882827759,4.436749696731567,0.113009
4.015223503112793,2.0133423805236816,4.015223503112793,0.204759792
3.6817681789398193,1.2267975807189941,3.6817681789398193,0.200481042
3.234009027481079,1.236985206604004,3.234009027481079,0.109314291
4.006696939468384,2.0109152793884277,4.006696939468384,0.196806
4.447845935821533,2.014169692993164,4.447845935821533,0.198195084
3.250839948654175,1.2502267360687256,3.250839948654175,0.191001875
3.1973533630371094,1.2159948348999023,3.1973533630371094,0.129284375
3.216554880142212,1.2175991535186768,3.216554880142212,0.208381583
4.008817195892334,2.0159640312194824,4.008817195892334,0.11384125
7.0688910484313965,1.2341885566711426,7.0688910484313965,0.200947333
3.317430019378662,1.2170660495758057,3.317430019378662,0.211753333
4.520612001419067,2.0114803314208984,4.520612001419067,0.1111405
4.107055187225342,2.017486810684204,4.107055187225342,0.187752959
4.665873765945435,2.0139763355255127,4.665873765945435,0.205592916
3.9743292331695557,2.0115766525268555,3.9743292331695557,0.213127584
6.447831153869629,2.0122408866882324,6.447831153869629,0.11141225
4.423203229904175,2.0174896717071533,4.423203229904175,0.191291375
3.213369846343994,1.2166516780853271,3.213369846343994,0.207205167
3.984022378921509,2.011746406555176,3.984022378921509,0.19111375
4.4407477378845215,2.018205404281616,4.4407477378845215,0.10906725
4.485357284545898,2.0116019248962402,4.485357284545898,0.12791025
4.757575035095215,2.011451244354248,4.757575035095215,0.21384625
3.2283170223236084,1.2166857719421387,3.2283170223236084,0.192309666
3.9825758934020996,2.009066104888916,3.9825758934020996,0.192268167
3.679903745651245,1.2257277965545654,3.679903745651245,0.121477208
4.643061637878418,2.010244369506836,4.643061637878418,0.210297875
4.369278907775879,2.0110716819763184,4.369278907775879,0.198762958
3.7879741191864014,1.2193682193756104,3.7879741191864014,0.191183916
3.6674702167510986,1.2192637920379639,3.6674702167510986,0.198251458
3.2230987548828125,1.217085599899292,3.2230987548828125,0.196300083
3.676752805709839,1.2180299758911133,3.676752805709839,0.18776375
3.217189073562622,1.2293117046356201,3.217189073562622,0.202722125
3.999174118041992,2.0135855674743652,3.999174118041992,0.124470291
3.2005162239074707,1.228630781173706,3.2005162239074707,0.205872417
4.728419780731201,2.0181961059570312,4.728419780731201,0.111108833
4.6532063484191895,2.0125863552093506,4.6532063484191895,0.113236875
3.6682205200195312,1.252847671508789,3.6682205200195312,0.20441125
4.733925819396973,2.020902395248413,4.733925819396973,0.196147333
3.6454718112945557,1.2358267307281494,3.6454718112945557,1.126301917
4.311128854751587,2.0186755657196045,4.311128854751587,0.206087292
3.4040896892547607,1.2178370952606201,3.4040896892547607,0.112217875
4.473830223083496,2.009265661239624,4.473830223083496,0.20514325
3.2178776264190674,1.2304909229278564,3.2178776264190674,0.20766325
4.491674184799194,2.013636827468872,4.491674184799194,0.108933458
3.9895074367523193,2.012225866317749,3.9895074367523193,0.1080295
4.002059459686279,2.012134075164795,4.002059459686279,0.209789333
3.927725315093994,1.218541145324707,3.927725315093994,0.196142583
4.533924579620361,2.0136375427246094,4.533924579620361,0.193957625
4.280750751495361,1.223116159439087,4.280750751495361,0.207938375
4.548540353775024,2.013587474822998,4.548540353775024,0.190995875
4.00890326499939,2.0161571502685547,4.00890326499939,0.198615667
3.2201709747314453,1.2266745567321777,3.2201709747314453,0.198231708
3.9781737327575684,1.2290053367614746,3.9781737327575684,0.200009083
3.222468137741089,1.2253594398498535,3.222468137741089,0.2021945
4.751122951507568,1.2308073043823242,4.751122951507568,0.197879458
3.7394068241119385,1.2171075344085693,3.7394068241119385,0.196678708
3.96988844871521,1.2300758361816406,3.96988844871521,0.107772709
4.4929258823394775,2.0115890502929688,4.4929258823394775,0.206464292
3.2189478874206543,1.2295005321502686,3.2189478874206543,0.201118083
4.007922410964966,2.013822317123413,4.007922410964966,0.110865584
5.892804145812988,2.0127131938934326,5.892804145812988,0.122855792
4.006489992141724,2.0147876739501953,4.006489992141724,0.196999125
4.014271974563599,2.0143015384674072,4.014271974563599,0.111606209
3.222356081008911,1.2174699306488037,3.222356081008911,0.129468625
3.6593143939971924,1.2250754833221436,3.6593143939971924,0.123473417
4.473839521408081,2.0078444480895996,4.473839521408081,0.125254333
3.8313300609588623,1.2293081283569336,3.8313300609588623,0.129482917
3.216505289077759,1.2270839214324951,3.216505289077759,0.209422625
4.05087423324585,1.226670265197754,4.05087423324585,0.201117667
3.689552068710327,1.2349846363067627,3.689552068710327,0.200350292
3.9266340732574463,1.2278215885162354,3.9266340732574463,0.201642125
3.6873950958251953,1.2610225677490234,3.6873950958251953,0.198762458
4.00046968460083,2.0173795223236084,4.00046968460083,0.190403958
3.6394102573394775,1.2301859855651855,3.6394102573394775,0.195551334
6.612392902374268,1.2385625839233398,6.612392902374268,0.194508125
3.9165549278259277,1.2236108779907227,3.9165549278259277,0.197520375
3.2215709686279297,1.217456579208374,3.2215709686279297,0.209999375
3.6627092361450195,1.2189977169036865,3.6627092361450195,0.189787416
4.448761224746704,2.0127086639404297,4.448761224746704,0.110266792
3.203845977783203,1.2231266498565674,3.203845977783203,0.208082375
4.451235771179199,2.0054831504821777,4.451235771179199,0.237316625
3.6943328380584717,1.2252519130706787,3.6943328380584717,0.127944167
3.2079379558563232,1.2150044441223145,3.2079379558563232,0.128269917
7.574340343475342,1.2160439491271973,7.574340343475342,0.208876333
3.724862813949585,1.2225978374481201,3.724862813949585,0.112658959
3.61845326423645,1.2285094261169434,3.61845326423645,0.111256667
4.003040790557861,2.015484094619751,4.003040790557861,0.208001084
3.661355972290039,1.2253756523132324,3.661355972290039,0.198219125
3.9921717643737793,2.010986566543579,3.9921717643737793,0.110314292
4.015355348587036,2.019246816635132,4.015355348587036,0.132035625
4.6129536628723145,1.2372353076934814,4.6129536628723145,0.208678792
