time,time_replication,time_lead_total_work
0.5059986114501953,0.25962042808532715,0.5059986114501953
0.5151479244232178,0.26460719108581543,0.5151479244232178
0.52065110206604,0.2584109306335449,0.52065110206604
0.5283231735229492,0.2535719871520996,0.5283231735229492
0.5388679504394531,0.2572784423828125,0.5388679504394531
0.5283482074737549,0.2640221118927002,0.5283482074737549
0.5296041965484619,0.26041603088378906,0.5296041965484619
0.5192193984985352,0.24914789199829102,0.5192193984985352
0.5302097797393799,0.2589089870452881,0.5302097797393799
0.5116972923278809,0.25684666633605957,0.5116972923278809
0.5188934803009033,0.2648923397064209,0.5188934803009033
0.5247511863708496,0.267392635345459,0.5247511863708496
0.512448787689209,0.2545139789581299,0.512448787689209
0.5158002376556396,0.2652297019958496,0.5158002376556396
0.5171329975128174,0.26306581497192383,0.5171329975128174
0.5192770957946777,0.2575044631958008,0.5192770957946777
0.6054928302764893,0.34694743156433105,0.6054928302764893
0.5253739356994629,0.2604103088378906,0.5253739356994629
0.5146381855010986,0.258131742477417,0.5146381855010986
0.5110111236572266,0.2676560878753662,0.5110111236572266
0.5319724082946777,0.27036309242248535,0.5319724082946777
0.5228352546691895,0.25961828231811523,0.5228352546691895
0.6143600940704346,0.3405115604400635,0.6143600940704346
1.0286009311676025,0.26247096061706543,1.0286009311676025
1.115208625793457,0.2647888660430908,1.115208625793457
0.5250124931335449,0.2633090019226074,0.5250124931335449
0.5174951553344727,0.26517558097839355,0.5174951553344727
0.5109803676605225,0.25978899002075195,0.5109803676605225
0.5178377628326416,0.25913500785827637,0.5178377628326416
0.5165128707885742,0.2631263732910156,0.5165128707885742
0.5115773677825928,0.2558634281158447,0.5115773677825928
0.7483289241790771,0.4956362247467041,0.7483289241790771
0.515984058380127,0.2601585388183594,0.515984058380127
0.533905029296875,0.25591564178466797,0.533905029296875
1.1033971309661865,0.8331611156463623,1.1033971309661865
0.5131525993347168,0.26195859909057617,0.5131525993347168
0.5286414623260498,0.2665379047393799,0.5286414623260498
0.5106887817382812,0.2674729824066162,0.5106887817382812
0.5363550186157227,0.259951114654541,0.5363550186157227
0.6021699905395508,0.3386259078979492,0.6021699905395508
0.5274002552032471,0.25498509407043457,0.5274002552032471
0.5362865924835205,0.262174129486084,0.5362865924835205
0.5391097068786621,0.2702009677886963,0.5391097068786621
0.9683084487915039,0.2585885524749756,0.9683084487915039
1.5669996738433838,0.26551127433776855,1.5669996738433838
0.5579407215118408,0.2610146999359131,0.5579407215118408
0.5278544425964355,0.26627492904663086,0.5278544425964355
0.5429644584655762,0.2631371021270752,0.5429644584655762
0.599327564239502,0.3413574695587158,0.599327564239502
0.5240223407745361,0.2627999782562256,0.5240223407745361
0.5290133953094482,0.2641427516937256,0.5290133953094482
0.5152077674865723,0.25173091888427734,0.5152077674865723
0.5293595790863037,0.26213526725769043,0.5293595790863037
0.6133415699005127,0.3419957160949707,0.6133415699005127
0.5168039798736572,0.2611227035522461,0.5168039798736572
0.5370919704437256,0.2592463493347168,0.5370919704437256
0.9647634029388428,0.2611198425292969,0.9647634029388428
2.059682607650757,0.3357071876525879,2.059682607650757
0.5229675769805908,0.2644996643066406,0.5229675769805908
0.6188075542449951,0.34719204902648926,0.6188075542449951
0.5225553512573242,0.2601907253265381,0.5225553512573242
0.513798713684082,0.25627923011779785,0.513798713684082
0.5372378826141357,0.27015018463134766,0.5372378826141357
0.523780107498169,0.26496219635009766,0.523780107498169
0.5359396934509277,0.25952744483947754,0.5359396934509277
0.5311243534088135,0.25425148010253906,0.5311243534088135
0.5227489471435547,0.2654139995574951,0.5227489471435547
0.5084905624389648,0.260406494140625,0.5084905624389648
0.5156214237213135,0.25577616691589355,0.5156214237213135
1.773650884628296,0.2562143802642822,1.773650884628296
0.5059547424316406,0.2549021244049072,0.5059547424316406
0.5349409580230713,0.2597465515136719,0.5349409580230713
0.6055786609649658,0.3432044982910156,0.6055786609649658
0.6061983108520508,0.34527063369750977,0.6061983108520508
0.6003701686859131,0.3321564197540283,0.6003701686859131
0.5368568897247314,0.26526904106140137,0.5368568897247314
0.5325047969818115,0.25965261459350586,0.5325047969818115
0.5147285461425781,0.2577517032623291,0.5147285461425781
0.5233011245727539,0.26351308822631836,0.5233011245727539
0.5191240310668945,0.2658991813659668,0.5191240310668945
1.34037184715271,0.25836658477783203,1.34037184715271
0.506274938583374,0.2623636722564697,0.506274938583374
0.5163230895996094,0.2620689868927002,0.5163230895996094
0.5058238506317139,0.26332736015319824,0.5058238506317139
0.5283687114715576,0.2640388011932373,0.5283687114715576
0.735588550567627,0.3462498188018799,0.735588550567627
0.5059630870819092,0.25938868522644043,0.5059630870819092
0.5403971672058105,0.2645890712738037,0.5403971672058105
0.5334241390228271,0.25647425651550293,0.5334241390228271
0.610201358795166,0.34613656997680664,0.610201358795166
0.5274248123168945,0.2661559581756592,0.5274248123168945
1.2732963562011719,0.3403513431549072,1.2732963562011719
1.588294267654419,0.3517167568206787,1.588294267654419
0.5255522727966309,0.2678229808807373,0.5255522727966309
0.5933187007904053,0.3380308151245117,0.5933187007904053
0.507047176361084,0.2532956600189209,0.507047176361084
0.5209593772888184,0.25975537300109863,0.5209593772888184
0.5247111320495605,0.265733003616333,0.5247111320495605
0.5021240711212158,0.2493603229522705,0.5021240711212158
0.5281319618225098,0.2684926986694336,0.5281319618225098
